"No.","Time","Source","Destination","Protocol","Length","Info"
"762","183.872703","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1205 Ack=10588 Win=65536 Len=0"
"763","183.875858","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1205 Ack=14968 Win=65536 Len=0"
"764","183.883723","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1205 Ack=19348 Win=65536 Len=0"
"765","183.884014","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1205 Ack=25188 Win=65536 Len=0"
"766","183.885751","192.168.1.66","224.0.0.252","LLMNR","64","Standard query 0x79e8 A wpad"
"767","183.912140","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2095 Ack=31507 Win=65536 Len=0"
"768","183.912238","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1200 Ack=22733 Win=65536 Len=0"
"769","183.914713","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2095 Ack=32967 Win=65536 Len=0"
"770","183.916767","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"771","183.917643","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1200 Ack=28573 Win=65536 Len=0"
"772","183.920142","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1200 Ack=31493 Win=65536 Len=0"
"773","183.946028","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2095 Ack=37347 Win=65536 Len=0"
"774","183.948165","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1200 Ack=34641 Win=65536 Len=0"
"775","183.948630","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2095 Ack=40267 Win=65536 Len=0"
"776","183.953024","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=1198 Ack=18850 Win=65536 Len=0"
"777","183.953490","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"778","183.955146","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=1198 Ack=20310 Win=65536 Len=0"
"779","183.957096","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2095 Ack=43187 Win=65536 Len=0"
"780","183.957154","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=1198 Ack=23230 Win=65536 Len=0"
"781","183.989538","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=1198 Ack=25009 Win=65536 Len=0"
"782","183.990550","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2095 Ack=47567 Win=65536 Len=0"
"783","183.993947","192.168.1.66","52.85.236.243","TCP","54","26748  >  443 [ACK] Seq=3666 Ack=111168 Win=64768 Len=0"
"784","183.995005","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2095 Ack=49016 Win=64000 Len=0"
"785","183.995194","192.168.1.66","54.192.89.15","TLSv1.2","482","Application Data"
"786","183.995244","192.168.1.66","54.192.89.15","TCP","66","[TCP Dup ACK 759#1] 26739  >  443 [ACK] Seq=1200 Ack=12419 Win=65536 Len=0 SLE=11141 SRE=12419"
"787","183.995369","192.168.1.66","52.85.236.243","TCP","54","26743  >  443 [ACK] Seq=1957 Ack=6359 Win=64256 Len=0"
"788","183.995430","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=1648 Ack=52221 Win=65536 Len=0"
"789","183.999284","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=1648 Ack=55141 Win=65536 Len=0"
"790","184.001470","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=1648 Ack=58061 Win=65536 Len=0"
"791","184.002748","192.168.1.66","54.192.89.15","TLSv1.2","527","Application Data"
"792","184.015285","192.168.1.66","54.192.89.15","TCP","66","[TCP Dup ACK 770#1] 26737  >  443 [ACK] Seq=1631 Ack=25859 Win=65024 Len=0 SLE=25188 SRE=25859"
"793","184.015398","192.168.1.66","54.192.89.15","TCP","66","[TCP Dup ACK 774#1] 26740  >  443 [ACK] Seq=1626 Ack=34641 Win=65536 Len=0 SLE=34413 SRE=34641"
"794","184.015479","192.168.1.66","54.192.89.15","TCP","66","[TCP Dup ACK 781#1] 26738  >  443 [ACK] Seq=1626 Ack=25009 Win=65536 Len=0 SLE=24690 SRE=25009"
"795","184.015550","192.168.1.66","54.192.89.15","TCP","66","[TCP Dup ACK 784#1] 26736  >  443 [ACK] Seq=2568 Ack=49016 Win=64000 Len=0 SLE=47567 SRE=49016"
"796","184.015615","192.168.1.66","52.85.236.243","TCP","66","[TCP Dup ACK 787#1] 26743  >  443 [ACK] Seq=1957 Ack=6359 Win=64256 Len=0 SLE=6325 SRE=6359"
"797","184.021790","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"798","184.090929","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1631 Ack=29348 Win=65536 Len=0"
"799","184.093260","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1626 Ack=38131 Win=65536 Len=0"
"800","184.095494","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2568 Ack=51936 Win=65536 Len=0"
"801","184.096746","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1200 Ack=16799 Win=65536 Len=0"
"802","184.105798","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1200 Ack=21179 Win=65536 Len=0"
"803","184.105882","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1631 Ack=32268 Win=65536 Len=0"
"804","184.122932","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1626 Ack=41051 Win=65536 Len=0"
"805","184.123015","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=1626 Ack=27929 Win=65536 Len=0"
"806","184.123661","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1200 Ack=24099 Win=65536 Len=0"
"807","184.128710","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=2074 Ack=62475 Win=65536 Len=0"
"808","184.128820","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1631 Ack=35188 Win=65536 Len=0"
"809","184.130856","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=2074 Ack=63935 Win=65536 Len=0"
"810","184.131517","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1200 Ack=27019 Win=65536 Len=0"
"811","184.131604","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1626 Ack=42511 Win=65536 Len=0"
"815","184.164390","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=1626 Ack=30849 Win=65536 Len=0"
"816","184.164475","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=2074 Ack=66377 Win=65536 Len=0"
"817","184.169129","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"818","184.169693","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2568 Ack=54856 Win=65536 Len=0"
"819","184.169782","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1200 Ack=29939 Win=65536 Len=0"
"820","184.169847","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1631 Ack=38108 Win=65536 Len=0"
"821","184.175950","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1626 Ack=43971 Win=65536 Len=0"
"822","184.176524","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1626 Ack=46891 Win=65536 Len=0"
"823","184.176669","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=1626 Ack=33769 Win=65536 Len=0"
"824","184.176731","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1200 Ack=32859 Win=65536 Len=0"
"825","184.188615","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1626 Ack=49811 Win=65536 Len=0"
"826","184.190927","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1631 Ack=41028 Win=65536 Len=0"
"827","184.191305","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=1626 Ack=36689 Win=65536 Len=0"
"828","184.194805","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1200 Ack=38699 Win=65536 Len=0"
"829","184.200055","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1626 Ack=52731 Win=65536 Len=0"
"830","184.200152","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2568 Ack=57776 Win=65536 Len=0"
"831","184.202318","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=1626 Ack=45449 Win=65536 Len=0"
"832","184.202382","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1631 Ack=46868 Win=65536 Len=0"
"833","184.202418","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1200 Ack=41702 Win=65536 Len=0"
"834","184.202449","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=1626 Ack=58571 Win=65536 Len=0"
"835","184.207716","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=1631 Ack=53160 Win=65536 Len=0"
"836","184.207793","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=1626 Ack=51940 Win=65536 Len=0"
"837","184.221062","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"838","184.221623","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"839","184.221916","192.168.1.66","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"840","184.222487","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"841","184.222756","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"842","184.223363","192.168.1.66","54.192.89.15","TLSv1.2","482","Application Data"
"843","184.244582","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=2500 Ack=69297 Win=65536 Len=0"
"844","184.244764","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=2500 Ack=72217 Win=65536 Len=0"
"846","184.249870","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=2500 Ack=74652 Win=65536 Len=0"
"847","184.253190","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"848","184.256510","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=2052 Ack=54860 Win=65536 Len=0"
"849","184.270402","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1628 Ack=44622 Win=65536 Len=0"
"850","184.272612","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2994 Ack=61732 Win=65536 Len=0"
"851","184.272660","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=2052 Ack=57780 Win=65536 Len=0"
"852","184.272686","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1628 Ack=47542 Win=65536 Len=0"
"853","184.289639","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=1628 Ack=50462 Win=65536 Len=0"
"854","184.290716","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=2052 Ack=60568 Win=65536 Len=0"
"855","184.290799","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=2994 Ack=64652 Win=65536 Len=0"
"856","184.295553","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=2057 Ack=59000 Win=65536 Len=0"
"857","184.295639","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=2052 Ack=63219 Win=65536 Len=0"
"858","184.297052","192.168.1.66","54.192.89.15","TLSv1.2","482","Application Data"
"859","184.297059","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=2052 Ack=64679 Win=65536 Len=0"
"860","184.298617","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"861","184.303974","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=2057 Ack=63501 Win=65536 Len=0"
"863","184.310664","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"864","184.310946","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=2926 Ack=77572 Win=65536 Len=0"
"865","184.311932","192.168.1.66","54.192.89.15","TLSv1.2","482","Application Data"
"866","184.313068","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=2926 Ack=81788 Win=65536 Len=0"
"867","184.313658","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"868","184.317141","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"869","184.345717","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=2478 Ack=64948 Win=65536 Len=0"
"870","184.356863","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=2478 Ack=69328 Win=65536 Len=0"
"871","184.358291","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=2478 Ack=72166 Win=65536 Len=0"
"872","184.358372","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=2483 Ack=66421 Win=65536 Len=0"
"874","184.378802","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=2483 Ack=69341 Win=65536 Len=0"
"875","184.379342","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=2056 Ack=54557 Win=65536 Len=0"
"876","184.379400","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=2478 Ack=67636 Win=65536 Len=0"
"877","184.379432","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=2483 Ack=72261 Win=65536 Len=0"
"878","184.383562","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=2056 Ack=60397 Win=65536 Len=0"
"879","184.383768","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=2478 Ack=70556 Win=65536 Len=0"
"880","184.399537","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=2056 Ack=66588 Win=65536 Len=0"
"881","184.399620","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=2478 Ack=73476 Win=65536 Len=0"
"882","184.400312","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=3422 Ack=67952 Win=65536 Len=0"
"883","184.401304","192.168.1.66","72.21.206.141","TCP","66","26749  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"884","184.401652","192.168.1.66","72.21.206.141","TCP","66","26750  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"885","184.402408","192.168.1.66","54.192.89.15","TCP","66","26751  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"887","184.402761","192.168.1.66","54.192.89.15","TCP","66","26752  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"888","184.403082","192.168.1.66","54.192.89.15","TCP","66","26753  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"889","184.403396","192.168.1.66","54.192.89.15","TCP","66","26754  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"891","184.406011","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=3352 Ack=92008 Win=65536 Len=0"
"892","184.411355","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=3352 Ack=92095 Win=65536 Len=0"
"893","184.411437","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=3422 Ack=71384 Win=65536 Len=0"
"895","184.423492","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=2483 Ack=72958 Win=64768 Len=0"
"896","184.437341","192.168.1.66","54.192.89.15","TCP","54","26751  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"897","184.437622","192.168.1.66","54.192.89.15","TLSv1.2","260","Client Hello"
"898","184.445662","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=2478 Ack=73935 Win=65024 Len=0"
"899","184.446933","192.168.1.66","54.192.89.15","TCP","54","26754  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"900","184.446937","192.168.1.66","54.192.89.15","TLSv1.2","260","Client Hello"
"901","184.447002","192.168.1.66","54.192.89.15","TCP","54","26752  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"902","184.447288","192.168.1.66","54.192.89.15","TLSv1.2","260","Client Hello"
"903","184.447534","192.168.1.66","54.192.89.15","TLSv1.2","260","Client Hello"
"904","184.450399","192.168.1.66","172.217.1.34","QUIC","1392","Client Hello, PKN: 1, CID: 3795764775318841849"
"906","184.452493","192.168.1.66","72.21.206.141","TCP","54","26750  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"907","184.452886","192.168.1.66","72.21.206.141","TLSv1.2","305","Client Hello"
"908","184.455389","192.168.1.66","72.21.206.141","TCP","54","26749  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"909","184.455691","192.168.1.66","72.21.206.141","TLSv1.2","305","Client Hello"
"911","184.481870","192.168.1.66","54.192.89.15","TCP","54","26751  >  443 [ACK] Seq=207 Ack=5043 Win=65536 Len=0"
"912","184.484704","192.168.1.66","54.192.89.15","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"913","184.496793","192.168.1.66","54.192.89.15","TCP","54","26752  >  443 [ACK] Seq=207 Ack=2921 Win=65536 Len=0"
"914","184.499012","192.168.1.66","54.192.89.15","TCP","54","26752  >  443 [ACK] Seq=207 Ack=5043 Win=65536 Len=0"
"915","184.499091","192.168.1.66","54.192.89.15","TCP","54","26753  >  443 [ACK] Seq=207 Ack=5043 Win=65536 Len=0"
"916","184.501051","192.168.1.66","54.192.89.15","TCP","54","26754  >  443 [ACK] Seq=207 Ack=4381 Win=65536 Len=0"
"917","184.501807","192.168.1.66","54.192.89.15","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"918","184.507040","192.168.1.66","54.192.89.15","TCP","54","26754  >  443 [ACK] Seq=207 Ack=5043 Win=65024 Len=0"
"919","184.507544","192.168.1.66","54.192.89.15","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"920","184.514608","192.168.1.66","54.192.89.15","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"921","184.522085","192.168.1.66","172.217.1.34","QUIC","80","Payload (Encrypted), PKN: 2, CID: 3795764775318841849"
"922","184.522386","192.168.1.66","72.21.206.141","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"923","184.526699","192.168.1.66","72.21.206.141","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"925","184.532777","192.168.1.66","172.217.1.34","QUIC","1392","Client Hello, PKN: 3, CID: 3795764775318841849"
"926","184.538295","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"927","184.538535","192.168.1.66","54.192.89.15","TLSv1.2","482","Application Data"
"928","184.538718","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"929","184.539534","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"930","184.540939","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"931","184.543592","192.168.1.66","54.192.89.15","TLSv1.2","480","Application Data"
"932","184.556547","192.168.1.66","54.192.89.15","TCP","54","26751  >  443 [ACK] Seq=333 Ack=5285 Win=65280 Len=0"
"934","184.573591","192.168.1.66","54.192.89.15","TCP","54","26752  >  443 [ACK] Seq=333 Ack=5285 Win=65280 Len=0"
"935","184.578555","192.168.1.66","54.192.89.15","TCP","54","26753  >  443 [ACK] Seq=333 Ack=5285 Win=65280 Len=0"
"936","184.588553","192.168.1.66","54.192.89.15","TCP","54","26754  >  443 [ACK] Seq=333 Ack=5285 Win=64768 Len=0"
"937","184.590114","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=2904 Ack=76855 Win=65536 Len=0"
"938","184.590160","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=3780 Ack=95015 Win=65536 Len=0"
"939","184.590182","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=3848 Ack=74304 Win=65536 Len=0"
"940","184.591655","192.168.1.66","172.217.1.34","QUIC","81","Payload (Encrypted), PKN: 4, CID: 3795764775318841849"
"941","184.591861","192.168.1.66","172.217.1.34","QUIC","80","Payload (Encrypted), PKN: 5, CID: 3795764775318841849"
"942","184.592120","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=3780 Ack=97935 Win=65536 Len=0"
"943","184.609727","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=2482 Ack=69508 Win=65536 Len=0"
"944","184.610763","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=2909 Ack=75878 Win=65536 Len=0"
"945","184.610827","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=2482 Ack=72428 Win=65536 Len=0"
"946","184.616060","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=2904 Ack=79775 Win=65536 Len=0"
"947","184.616121","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=3780 Ack=101787 Win=65536 Len=0"
"948","184.616144","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=2482 Ack=75348 Win=65536 Len=0"
"949","184.616174","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=2909 Ack=78798 Win=65536 Len=0"
"950","184.620446","192.168.1.66","54.192.89.15","TLSv1.2","482","Application Data"
"951","184.622909","192.168.1.66","54.192.89.15","TLSv1.2","589","Application Data"
"952","184.625274","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=2904 Ack=75086 Win=65536 Len=0"
"953","184.626935","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=3848 Ack=77224 Win=65536 Len=0"
